DATETIMERECEIVEDUTC,DATETIMECOMPLETEDUTC,WORKORDERREFNO,OBJECTID,FACILITYID,INTID,COUNCILDISTRICT,SERVICERECORDID,SERVICECATEGORY,DATETIMERECEIVED,STATUS,DATETIMECOMPLETED,DETAILSUMMARY,LATITUDE,LONGITUDE,IMAGENAME,HYPERLINK,MYSANJOSEREFNO,LASTUPDATETHIRTYDAYS,LASTUPDATE,NOTES,ENTERPRISEID,GlobalID
2019-04-08 15:23:00 America/Los_Angeles,2019-04-09 11:00:00 America/Los_Angeles,WO-0000212249,1702,52762,52762,3,310966,Debris & Illegal Dumping,2019-04-08 08:23:00 America/Los_Angeles,Closed,1554811200000,,37.32671736,-121.87631674,,,190408-000520,2020-08-25 05:44:34 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Crazy homeless infestation.,IWM-ILDM-0000052762,{517E6638-B299-41BC-8CEA-BF1BA54091A4}
2018-12-29 13:15:00 America/Los_Angeles,2018-12-29 13:59:00 America/Los_Angeles,WO-0000183769,1703,46759,46759,7,,Debris & Illegal Dumping,2018-12-29 05:15:00 America/Los_Angeles,Closed,1546091940000,1 Other Furniture,37.314506,-121.87385,,,,2020-08-25 05:36:43 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Headboard,IWM-ILDM-0000046759,{D8C41B6F-134D-4C59-A03E-1AB4B6EA1BD8}
2021-03-12 08:43:08 America/Los_Angeles,2021-03-12 12:00:00 America/Los_Angeles,WO-0000407065,1704,103428,103428,3,675796,Debris & Illegal Dumping,2021-03-12 00:43:08 America/Los_Angeles,Closed,1615550400000,,37.3293216,-121.8757844,,,210312-000050,2021-02-10 03:01:15 America/Los_Angeles,2021-03-12 11:01:18 America/Los_Angeles,"in alleyway behind address, tires, garbage bags, oil",IWM-ILDM-0000103428,{03D4C57B-62DB-40E1-9368-5222D2079B2E}
2022-08-13 11:42:00 America/Los_Angeles,2022-08-13 11:47:00 America/Los_Angeles,WO-0000524920,1705,139049,139049,1,,Debris & Illegal Dumping,2022-08-13 04:42:00 America/Los_Angeles,Closed,1660394820000,,37.308282,-121.9917639,,,,2022-07-14 10:01:19 America/Los_Angeles,2022-08-13 17:01:22 America/Los_Angeles,Table furniture,IWM-ILDM-0000139049,{7092E224-6CD4-4369-9AAE-02ED6EA9C844}
2020-06-02 14:20:49 America/Los_Angeles,2020-06-18 10:02:00 America/Los_Angeles,WO-0000343220,1706,84393,84393,3,546289,Debris & Illegal Dumping,2020-06-02 07:20:49 America/Los_Angeles,Closed,1592478120000,"3 Garbage , 1 Mattress , 1 General Debris , 1 Other Furniture",37.34133915,-121.8632507,,,200602-000549,2020-08-25 05:34:14 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Metal frame,IWM-ILDM-0000084393,{656B5D24-4FF5-441E-A9E8-A7D1E211F99E}
2021-07-01 06:51:16 America/Los_Angeles,2021-07-06 10:59:00 America/Los_Angeles,WO-0000438460,1707,113342,113342,3,761007,Debris & Illegal Dumping,2021-06-30 23:51:16 America/Los_Angeles,Closed,1625572740000,1 Mattress,37.34309013,-121.8965442,,,210701-000065,2021-06-06 14:02:37 America/Los_Angeles,2021-07-06 21:02:51 America/Los_Angeles,Fox Street near first but not quite there,IWM-ILDM-0000113342,{FBB2B511-6D2F-4EDE-82BC-3E0D9CFB3A27}
2019-04-01 11:29:32 America/Los_Angeles,2019-04-05 08:17:00 America/Los_Angeles,WO-0000210025,1708,52202,52202,5,307238,Debris & Illegal Dumping,2019-04-01 04:29:32 America/Los_Angeles,Closed,1554455820000,"1 Garbage , 3 Shopping Cart",37.34825065,-121.80709161,,,190401-000217,2020-08-25 05:34:35 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Glass bottle, shopping cart full of car parts and fkod",IWM-ILDM-0000052202,{37FA1C58-839F-4997-A23C-4CAD3D6E25E4}
2019-03-12 12:39:00 America/Los_Angeles,2019-03-12 13:00:00 America/Los_Angeles,WO-0000204022,1709,50944,50944,5,,Debris & Illegal Dumping,2019-03-12 05:39:00 America/Los_Angeles,Closed,1552399200000,"3 Garbage , 2 General Debris , 3 Shopping Cart , 3 Universal Waste",37.370191,-121.851565,,,,2020-08-25 05:33:42 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,3 shopping carts full of trash,IWM-ILDM-0000050944,{1F1D23E5-E63F-4EBF-ADA9-66DB1AC2B59D}
2018-08-23 08:54:37 America/Los_Angeles,2018-09-03 13:36:00 America/Los_Angeles,WO-0000148532,1710,38900,38900,5,207528,Debris & Illegal Dumping,2018-08-23 01:54:37 America/Los_Angeles,Closed,1535985360000,,37.33807778,-121.82768889,,,180823-000127,2020-08-25 05:39:18 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Mattress and other furniture,IWM-ILDM-0000038900,{743B7455-E09C-4D37-A224-66533459F968}
2019-06-19 15:45:41 America/Los_Angeles,2019-06-20 07:20:32 America/Los_Angeles,WO-0000234890,1711,57896,57896,7,348719,Debris & Illegal Dumping,2019-06-19 08:45:41 America/Los_Angeles,Closed,1561018832000,,37.3112832,-121.8215936,,,190619-000587,2020-08-25 05:38:25 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,empty plastic container(~4'x1'x1'),IWM-ILDM-0000057896,{C04910B6-9EDB-4482-B577-5F687C4FE2A7}
2022-07-14 08:12:09 America/Los_Angeles,2022-07-20 11:00:00 America/Los_Angeles,WO-0000518813,1712,137034,137034,7,1045039,Debris & Illegal Dumping,2022-07-14 01:12:09 America/Los_Angeles,Closed,1658318400000,,37.3065907,-121.8308399,,,220714-000181,2022-06-20 14:01:31 America/Los_Angeles,2022-07-20 21:01:35 America/Los_Angeles,"Rolling Suitcase, Stroller, Baby Items, Box w animal trap, A Box.",IWM-ILDM-0000137034,{5E5DF14D-E70B-4335-A646-3B66683D66D1}
2020-06-11 19:06:26 America/Los_Angeles,2020-06-12 11:00:00 America/Los_Angeles,WO-0000347121,1713,85710,85710,7,556731,Debris & Illegal Dumping,2020-06-11 12:06:26 America/Los_Angeles,Closed,1591963200000,,37.2783342,-121.8320643,,,200611-001104,2020-08-25 05:36:57 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Corner of seven trees Blvd and senter rd. Trash on sidewalk and street.,IWM-ILDM-0000085710,{890A36EF-8D54-46F6-A998-340E857D7783}
2020-09-02 11:33:35 America/Los_Angeles,2020-09-09 11:46:00 America/Los_Angeles,WO-0000365466,1714,91690,91690,9,594990,Debris & Illegal Dumping,2020-09-02 04:33:35 America/Los_Angeles,Closed,1599655560000,.3 General Debris,37.26180289,-121.91730936,,,200902-000282,2020-08-25 05:35:51 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Ross,IWM-ILDM-0000091690,{3DB57FA5-4062-4FDD-A9E2-254945398203}
2019-10-31 07:25:00 America/Los_Angeles,2019-10-31 07:35:00 America/Los_Angeles,WO-0000277775,1715,67328,67328,2,,Debris & Illegal Dumping,2019-10-31 00:25:00 America/Los_Angeles,Closed,1572510900000,1 Construction Debris,37.266352,-121.805731,,,,2020-08-25 05:33:22 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,C/s Branham Ln East carpet,IWM-ILDM-0000067328,{E37C6E6B-A257-4006-A785-D1428BD049FA}
2016-02-23 07:15:00 America/Los_Angeles,2016-02-23 13:56:00 America/Los_Angeles,WO-0000006099,1716,2187,2187,2,,Debris & Illegal Dumping,2016-02-22 23:15:00 America/Los_Angeles,Closed,1456235760000,,37.253219,-121.840322,,,,2020-08-25 05:38:46 America/Los_Angeles,2022-02-11 11:05:19 America/Los_Angeles,on Velasco side 2 bookcases & bucket,IWM-ILDM-0000002187,{9B29A4C4-1CD8-4C2A-9E41-12001D006D1E}
2019-03-30 10:20:43 America/Los_Angeles,2019-04-05 07:21:00 America/Los_Angeles,WO-0000209604,1717,52114,52114,6,306678,Debris & Illegal Dumping,2019-03-30 03:20:43 America/Los_Angeles,Closed,1554452460000,,37.32101013,-121.91919956,,,190330-000077,2020-08-25 05:33:57 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Frig,IWM-ILDM-0000052114,{ABBF7182-E138-446D-B217-AA72A9ADDDF6}
2018-09-28 13:09:00 America/Los_Angeles,2018-10-01 11:14:00 America/Los_Angeles,WO-0000159536,1718,41354,41354,2,,Debris & Illegal Dumping,2018-09-28 06:09:00 America/Los_Angeles,Closed,1538396040000,,37.26156,-121.802443,,,,2020-08-25 05:43:56 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,btwn Carryback & Great Oaks few sofas,IWM-ILDM-0000041354,{11706D11-6156-4B04-B79D-983C9ECED64A}
2017-05-03 07:16:00 America/Los_Angeles,2017-05-11 11:00:00 America/Los_Angeles,WO-0000034810,1719,13491,13491,8,,Debris & Illegal Dumping,2017-05-03 00:16:00 America/Los_Angeles,Closed,1494504000000,3 Garbage,37.331038,-121.834469,,,,2020-08-25 05:36:46 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,3 garbage bags,IWM-ILDM-0000013491,{BEFA6518-1DCA-40EF-9040-8ED91CA4C5C0}
2020-10-27 08:20:00 America/Los_Angeles,2020-10-27 08:46:00 America/Los_Angeles,WO-0000377635,1720,95150,95150,7,,Debris & Illegal Dumping,2020-10-27 01:20:00 America/Los_Angeles,Closed,1603791960000,"2 Garbage , 2 General Debris , 1 Other Furniture , 2 Refrigerator , 2 Washer/Dryer, ",37.317129,-121.834213,,,,2020-09-27 04:01:04 America/Los_Angeles,2020-10-27 11:01:07 America/Los_Angeles,2 washers 2 fridge and debris,IWM-ILDM-0000095150,{791573BE-AFB6-48D4-8A5C-E20A222EB7F6}
2017-04-13 14:37:00 America/Los_Angeles,2017-04-25 09:36:40 America/Los_Angeles,WO-0000033579,1721,13027,13027,2,,Debris & Illegal Dumping,2017-04-13 07:37:00 America/Los_Angeles,Closed,1493116600000,1 Mattress,37.233162,-121.763166,,,,2020-08-25 05:46:56 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,c/s - Prindiville Dr- mattress,IWM-ILDM-0000013027,{393E2A96-67A3-411C-A4F7-487FB20149E9}
2018-10-30 15:43:57 America/Los_Angeles,2018-11-01 10:46:00 America/Los_Angeles,WO-0000168602,1722,43376,43376,8,238927,Debris & Illegal Dumping,2018-10-30 08:43:57 America/Los_Angeles,Closed,1541072760000,1 Construction Debris,37.30229819,-121.81020599,,,181030-000456,2020-08-25 05:48:33 America/Los_Angeles,2022-02-11 11:05:19 America/Los_Angeles,Multiple traffic cones,IWM-ILDM-0000043376,{B0687C32-1F2F-4658-8032-CC7EE8B04791}
2020-06-05 11:36:49 America/Los_Angeles,2020-06-05 19:15:00 America/Los_Angeles,WO-0000344769,1723,84907,84907,6,550031,Debris & Illegal Dumping,2020-06-05 04:36:49 America/Los_Angeles,Closed,1591388100000,,37.31344866,-121.91542342,,,200605-000507,2020-08-25 05:34:51 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Deland Ave. and Kingman Ave. Refrigerator dumped on sidewalk,IWM-ILDM-0000084907,{D63F73A2-A8E7-4BD0-8911-4CDED7183F84}
2021-04-14 14:13:38 America/Los_Angeles,2021-04-15 12:04:00 America/Los_Angeles,WO-0000416440,1724,106056,106056,4,699799,Debris & Illegal Dumping,2021-04-14 07:13:38 America/Los_Angeles,Closed,1618491840000,1 Mattress,37.38718226,-121.85675134,,,210414-000634,2021-03-16 07:01:44 America/Los_Angeles,2021-04-15 14:01:46 America/Los_Angeles,Mattress and box spring on Helmsley Dr,IWM-ILDM-0000106056,{BC8DE505-696C-4E27-80EB-26ACF7173485}
2020-07-10 09:28:40 America/Los_Angeles,2020-07-16 12:58:00 America/Los_Angeles,WO-0000353333,1725,87667,87667,10,570373,Debris & Illegal Dumping,2020-07-10 02:28:40 America/Los_Angeles,Closed,1594907880000,"2 Garbage , 1 Shopping Cart",37.22942057,-121.77982934,,,200710-000191,2020-08-25 05:40:54 America/Los_Angeles,2022-02-11 11:05:19 America/Los_Angeles,Abandoned shopping cart full of junk. It has been there for many months. Please remove it. Thank you.,IWM-ILDM-0000087667,{4F6311D2-EC4A-4EDC-B192-1DF0648D9436}
2018-01-07 11:18:27 America/Los_Angeles,2018-01-17 10:43:18 America/Los_Angeles,WO-0000084900,1726,24354,24354,8,102258,Debris & Illegal Dumping,2018-01-07 03:18:27 America/Los_Angeles,Closed,1516185798000,3 General Debris,37.3126564,-121.78194427,,,180107-000087,2020-08-25 05:36:46 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Junk, chair, wood, bbq grill, toy basket ball hoop.",IWM-ILDM-0000024354,{CF3BB900-2B00-4B93-8CB3-EC8E7DD192E6}
2016-11-23 13:25:00 America/Los_Angeles,2016-11-27 12:00:00 America/Los_Angeles,WO-0000023211,1727,9664,9664,3,,Debris & Illegal Dumping,2016-11-23 05:25:00 America/Los_Angeles,Closed,1480248000000,1 Couch,37.359548,-121.887355,,,,2020-08-25 05:43:14 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,couch,IWM-ILDM-0000009664,{E64326C0-3DF0-45B1-ADC4-232A82BB2717}
2018-03-01 09:35:54 America/Los_Angeles,2018-03-03 12:11:00 America/Los_Angeles,WO-0000099572,1728,27594,27594,3,128014,Debris & Illegal Dumping,2018-03-01 01:35:54 America/Los_Angeles,Closed,1520079060000,1 Couch,37.3416908,-121.8831984,,,180301-000081,2020-08-25 05:36:46 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Driving West on St. John Street, there is illegal dumping (couch, misc) on the corner of 9th street and St. John Street.  It is not on the street, but on the grass area between the sidewalk and street.  Thank you",IWM-ILDM-0000027594,{A9090AB4-8E4A-4586-9401-91E62F5825A0}
2021-09-29 10:06:05 America/Los_Angeles,2021-09-29 11:08:10 America/Los_Angeles,WO-0000461582,1729,120320,120320,7,835417,Debris & Illegal Dumping,2021-09-29 03:06:05 America/Los_Angeles,Closed,1632917290000,"1 Other Furniture , 1 Refrigerator",37.3069253,-121.8303506,,,210929-000333,2021-08-30 10:01:10 America/Los_Angeles,2021-09-29 17:01:12 America/Los_Angeles,"Freezer, dresser and 1109 Bellingham Dr",IWM-ILDM-0000120320,{5F324076-50C8-465A-9D2E-7F8F57EFBA52}
2021-01-05 15:49:09 America/Los_Angeles,2021-01-06 14:42:00 America/Los_Angeles,WO-0000391395,1730,98827,98827,3,644091,Debris & Illegal Dumping,2021-01-05 07:49:09 America/Los_Angeles,Closed,1609944120000,1 Mattress,37.34140512,-121.88023805,,,210105-000538,2020-12-07 09:01:03 America/Los_Angeles,2021-01-06 17:01:05 America/Los_Angeles,Mattress,IWM-ILDM-0000098827,{93433437-833D-45BF-B0B4-05EAC99A6FBD}
2019-04-01 07:35:20 America/Los_Angeles,2019-04-02 11:18:00 America/Los_Angeles,WO-0000209926,1731,52183,52183,6,307095,Debris & Illegal Dumping,2019-04-01 00:35:20 America/Los_Angeles,Closed,1554207480000,1 General Debris,37.31884694,-121.89067226,,,190401-000075,2020-08-25 05:40:35 America/Los_Angeles,2022-02-11 11:05:19 America/Los_Angeles,Junk on parkstrip,IWM-ILDM-0000052183,{6D2E30EC-5B22-4BC5-ADAD-1A61B28EA216}
2020-05-27 14:23:42 America/Los_Angeles,2020-05-28 11:00:00 America/Los_Angeles,WO-0000341178,1732,83735,83735,7,541456,Debris & Illegal Dumping,2020-05-27 07:23:42 America/Los_Angeles,Closed,1590667200000,,37.28216959,-121.83810226,,,200527-000556,2020-08-25 05:36:13 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Rancho Drive next to the Rancho Steak House,IWM-ILDM-0000083735,{3DB14B5E-38FB-4B81-B10F-E5A57509E7B3}
2022-10-25 12:09:42 America/Los_Angeles,2022-10-27 08:48:00 America/Los_Angeles,WO-0000539908,1733,143468,143468,4,1126853,Debris & Illegal Dumping,2022-10-25 05:09:42 America/Los_Angeles,Closed,1666864080000,6 Garbage,37.370493,-121.866981,,,221025-000632,2022-09-27 14:01:35 America/Los_Angeles,2022-10-27 21:01:37 America/Los_Angeles,Across from 1799 a suitcase and cart,IWM-ILDM-0000143468,{36D5AB85-AE2D-4B77-9988-EA48AE7711A5}
2016-10-13 06:57:00 America/Los_Angeles,2016-10-13 13:40:23 America/Los_Angeles,WO-0000020839,1734,8775,8775,6,,Debris & Illegal Dumping,2016-10-12 23:57:00 America/Los_Angeles,Closed,1476369623000,4 Shopping Cart,37.344593,-121.917724,,,,2020-08-25 05:39:51 America/Los_Angeles,2022-02-11 11:05:19 America/Los_Angeles,2 empty carts,IWM-ILDM-0000008775,{0769A4CF-E71C-491B-9E07-0B53FF12D454}
2020-05-04 12:04:03 America/Los_Angeles,2020-05-18 11:00:00 America/Los_Angeles,WO-0000335021,1735,81666,81666,8,526408,Debris & Illegal Dumping,2020-05-04 05:04:03 America/Los_Angeles,Closed,1589803200000,,37.32641175,-121.76905751,,,200504-000430,2020-08-25 05:42:55 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Boxes and dog food dumped on North side of Quimby Rd, just East of Murillo",IWM-ILDM-0000081666,{654E9F76-EB0C-4497-969C-7996DDE3FB39}
2021-06-11 07:53:00 America/Los_Angeles,2021-06-11 07:54:00 America/Los_Angeles,WO-0000432418,1736,111320,111320,6,,Debris & Illegal Dumping,2021-06-11 00:53:00 America/Los_Angeles,Closed,1623401640000,"2 Couch , 2 Other Furniture",37.308596,-121.921247,,,,2021-05-12 04:01:36 America/Los_Angeles,2021-06-11 11:01:39 America/Los_Angeles,2 sofas and 2 chairs,IWM-ILDM-0000111320,{4AE71302-2195-4E29-8A24-9F311337C25A}
2018-09-28 16:11:42 America/Los_Angeles,2018-10-19 10:40:00 America/Los_Angeles,WO-0000159603,1737,41367,41367,1,225033,Debris & Illegal Dumping,2018-09-28 09:11:42 America/Los_Angeles,Closed,1539949200000,"3 Garbage , 1 Other Furniture",37.31934288,-121.96415775,,,180928-000388,2020-08-25 05:43:57 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Abandoned furniture and trash. Looks like Mr Yahya came over to this neighborhood to dump his crap. Check out the mailing label amongst the trash pile. I think you shoukd fine him.,IWM-ILDM-0000041367,{58D5BCC5-523A-44B5-97AA-B5F9BDEA31F7}
2021-01-05 17:07:11 America/Los_Angeles,2021-01-08 11:38:00 America/Los_Angeles,WO-0000391419,1738,98837,98837,3,644192,Debris & Illegal Dumping,2021-01-05 09:07:11 America/Los_Angeles,Closed,1610105880000,"1 Couch , 1 Garbage",37.3412343,-121.88536766,,,210105-000617,2020-12-09 14:01:11 America/Los_Angeles,2021-01-08 22:01:17 America/Los_Angeles,Couch,IWM-ILDM-0000098837,{CE0B020E-0B7C-48AD-98EC-51F4F489CF18}
2020-10-23 09:43:46 America/Los_Angeles,2020-10-23 22:38:00 America/Los_Angeles,WO-0000376878,1739,94929,94929,8,616970,Debris & Illegal Dumping,2020-10-23 02:43:46 America/Los_Angeles,Closed,1603496280000,2 Mattress,37.33119583,-121.77126624,,,201023-000168,2020-09-23 07:01:03 America/Los_Angeles,2020-10-23 14:01:05 America/Los_Angeles,"Two mattresses (large and smaller) on n/b Murillo Ave. @ Slopeview Dr. (on MURILLO AVE).  They've been there since, at least, Monday, 10/19/2020.  Thanks.",IWM-ILDM-0000094929,{6356DBA1-6264-4606-857F-ED43DC3EC060}
2021-01-26 11:21:04 America/Los_Angeles,2021-01-26 12:00:00 America/Los_Angeles,WO-0000396185,1740,100185,100185,6,653123,Debris & Illegal Dumping,2021-01-26 03:21:04 America/Los_Angeles,Closed,1611662400000,,37.3194821,-121.9178436,,,210126-000212,2020-12-27 09:01:20 America/Los_Angeles,2021-01-26 17:01:25 America/Los_Angeles,"Mattress & wood furniture on Chiechi Ave, on sidewalk, next to 1520 Scott Street, red zone & adjacent to a yellow fire hydrant # A-01912.",IWM-ILDM-0000100185,{B1832987-873F-4C52-A420-1B63895D14B5}
2022-06-07 16:44:10 America/Los_Angeles,2022-06-11 08:44:00 America/Los_Angeles,WO-0000511349,1741,134923,134923,2,1012593,Debris & Illegal Dumping,2022-06-07 09:44:10 America/Los_Angeles,Closed,1654940640000,"1 Construction Debris , 6 Mattress , 2 General Debris , 8 Other Furniture",37.2590731,-121.8022982,,,220607-000961,2022-05-14 14:02:00 America/Los_Angeles,2022-06-13 21:02:04 America/Los_Angeles,On street,IWM-ILDM-0000134923,{DB98A02F-551F-4A8D-AA9B-F4B178350C51}
2019-10-21 11:33:09 America/Los_Angeles,2019-10-25 08:20:00 America/Los_Angeles,WO-0000274492,1742,66639,66639,6,417700,Debris & Illegal Dumping,2019-10-21 04:33:09 America/Los_Angeles,Closed,1571995200000,"2 Mattress , 1 General Debris , 1 Other Furniture , 1 Yard Waste",37.312009,-121.92429543,,,191021-000332,2020-08-25 05:37:54 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,People insist on dumping in this area. Something needs to be done.,IWM-ILDM-0000066639,{A96BD089-F42F-4FF8-AA92-620F80E3B4E9}
2018-09-17 14:01:58 America/Los_Angeles,2018-09-17 19:07:00 America/Los_Angeles,WO-0000156052,1743,40662,40662,2,219335,Debris & Illegal Dumping,2018-09-17 07:01:58 America/Los_Angeles,Closed,1537214820000,,37.2582241,-121.8235884,,,180917-000470,2020-08-25 05:44:29 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Twin mattress blocking sidewalk on corner of Sigrid and banana grove,IWM-ILDM-0000040662,{65010B15-77CA-4A30-8BA2-CE4F364ED00D}
2021-03-17 07:00:00 America/Los_Angeles,2021-03-23 08:45:00 America/Los_Angeles,WO-0000408243,1744,103792,103792,8,,Debris & Illegal Dumping,2021-03-17 00:00:00 America/Los_Angeles,Closed,1616492700000,,37.27298,-121.74435,,,,2021-02-21 14:01:46 America/Los_Angeles,2021-03-23 21:01:57 America/Los_Angeles,Bags of trash,IWM-ILDM-0000103792,{BF4A311E-8441-45EB-BF55-FB847EECAA3A}
2017-10-21 07:41:08 America/Los_Angeles,,WO-0000068634,1745,20985,20985,2,68408,Debris & Illegal Dumping,2017-10-21 00:41:08 America/Los_Angeles,Closed,,,37.25913468,-121.84698343,,,171021-000033,2020-08-25 05:49:45 America/Los_Angeles,2022-02-11 11:05:19 America/Los_Angeles,Reopening incorrectly closed https://sanjose.custhelp.com/app/service_details/value/67945.  Please read that for all details.,IWM-ILDM-0000020985,{BBD561A6-F97A-41A5-974B-1ED2892FDB49}
2017-10-30 12:13:00 America/Los_Angeles,2017-10-31 05:45:00 America/Los_Angeles,WO-0000070602,1746,21370,21370,4,72139,Debris & Illegal Dumping,2017-10-30 05:13:00 America/Los_Angeles,Closed,1509432300000,"1 Couch , 6 E-waste, 4 Garbage , 1 General Debris , 2 Tire , 1 Yard Waste",37.4189172,-121.8608861,,,171030-000349,2020-08-25 05:37:14 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Chair, table and chairs, car bench",IWM-ILDM-0000021370,{65952DF7-5490-4214-B88B-88C33D5CED01}
2019-03-29 08:18:58 America/Los_Angeles,,WO-0000209281,1747,52032,52032,6,306180,Debris & Illegal Dumping,2019-03-29 01:18:58 America/Los_Angeles,Closed,,,37.3292618,-121.9302338,,,190329-000089,2020-08-25 05:49:42 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,TEST - Please close,IWM-ILDM-0000052032,{07E0B109-F3F2-49C7-9DED-7797D06FE2C1}
